Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Visibility,Source,Cloud cover,Distance
576,2459850.25911,53.58333,-2.43333,1.846,2459850.24744,2459850.2737,37.81667,2.37306,249.79831,-3.33255,271.42146,0.00255,0.99996,22.35384,5.70562,21.62315,0.03757,57.49514,1.17715,1.17796,0.0463,0.04671,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,2,58967.44322896378
577,2459850.25613,52.6386,-1.13169,1.843,2459850.24398,2459850.27131,39.35,2.56529,250.07251,-3.49167,271.5468,0.00255,0.99996,22.30181,6.05696,21.47429,0.0374,57.48537,1.17154,1.17242,0.07862,0.07906,0.5,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOUK,6,40964.71064516555
578,2459880.2098,53.70291,-1.6337,2.259,2459880.19691,2459880.2259,41.75,1.87181,223.95178,-3.43078,252.70248,0.00247,0.9917,29.22279,5.30258,28.75071,0.06364,59.24302,2.05427,2.05542,0.42477,0.4253,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,5,58030.169503372505
579,2459880.21203,53.75,-2.48333,2.262,2459880.19918,2459880.2281,41.65,1.86082,223.88411,-3.42054,252.6697,0.00247,0.9917,29.25332,5.28136,28.7856,0.06377,59.24402,2.0585,2.05966,0.4246,0.42513,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,64664.10866292297
580,2459880.20904,52.2,0.11667,2.259,2459880.19466,2459880.22701,46.58333,2.31487,225.23328,-3.85049,253.77539,0.00247,0.9917,29.18432,6.16536,28.54211,0.06347,59.22607,2.04839,2.04982,0.50834,0.509,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,0,36107.56593492766
581,2459880.22013,51.48,-3.18,2.27,2459880.20499,2459880.23906,49.06667,2.54305,225.68349,-4.06875,254.26443,0.00247,0.9917,29.3177,6.6118,28.58095,0.06404,59.21917,2.06651,2.06809,0.56132,0.56205,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,0,19892.553162398308
582,2459880.2127,53.65,-2.61667,2.262,2459880.19973,2459880.2289,42.0,1.89096,223.96613,-3.45066,252.74781,0.00247,0.9917,29.26019,5.34162,28.78168,0.0638,59.24319,2.05942,2.06059,0.43104,0.43158,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,66453.1843790467
583,2459880.21175,51.38333,-0.1,2.261,2459880.1966,2459880.23069,49.1,2.55928,225.84851,-4.07797,254.30781,0.00247,0.9917,29.20496,6.63725,28.4593,0.06356,59.21608,2.05088,2.05246,0.55668,0.5574,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,3,9338.200595646666
584,2459909.17781,53.75,-2.48333,1.721,2459909.16591,2459909.19267,38.53333,1.2619,214.62863,-2.93718,237.8472,0.00243,0.98493,23.58761,4.19909,23.21857,0.04178,60.39972,1.3749,1.37543,-0.0064,-0.00614,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,5,64664.10866292297
585,2459909.17894,51.62127,0.30556,1.723,2459909.1649,2459909.1965,45.51667,1.85144,217.28407,-3.50513,240.23251,0.00243,0.98493,23.55478,5.35657,22.94844,0.04166,60.38294,1.37075,1.37153,0.10732,0.1077,0.0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75,ICOUK,0,29557.942269433704
